University Name,University ID,Database Name,Vendor Name,Subject Area,Product Description,Source URL
University of Cambridge,U0005,Archivo Graciela Carnevale,,,"Includes documents from a group of young artist from Rosario, Argentina. Focusing on artistic experimentation in the 60s.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Archivo Histórico de la Universidad de Salamanca,,,"Digitised archives of university (covering almost 800 years), and of Ricardo Espinosa Maesa",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Archivo Histórico de Radio y Televisión Argentina,,,"The Archivo Histórico RTA is an archive of audiovisual material from Argentina, including radio and television broadcasts.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Archivo Historico de Revistas Argentinas,,,Full text journal archive.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Archivos históricos del feminismo (Mexico),,,"Features magazines Fem (261 issues), La Revuelta (9 issues), La Correa feminista (21 issues), CIHUAT (6 issues) and La Boletina (8 issues)",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Arctic & Antarctic Regions,,,"Arctic & Antarctic Regions is the world’s largest collection of international polar databases.  With over 1 million records from 1800 to the present, Arctic & Antarctic Regions covers a wide variety of sources from multiple disciplines. Many sources are indexed only in Arctic & Antarctic Regions making it the best resource for research on cold regions anywhere, from temperate regions with cold winters to the Himalayas of Tibet.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Arctic today,,,"ArcticToday is the comprehensive news source reporting on the Arctic, from the Arctic. An independent digital news site, ArcticToday partners with media organizations from around the circumpolar north, offering readers on-the-ground reporting, international news, features and community perspectives from one of the world’s fastest-changing regions.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Argentina: Records of the U.S. Department of State;1960-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Aristoteles Latinus Database,,,"Contains the complete corpus of medieval translations of the works of Aristotle, comprising those texts that have been critically edited in the printed Aristoteles Latinus series, as well as other corpora that have already been published or that are currently in preparation or unpublished. The database is not identical to the printed edition, as it omits the prefaces describing the manuscript tradition; nor does it include the apparatus of variant readings, the Greek-Latin comparative apparatus, or the bilingual indexes of the printed version. The texts included are prepared and supervised by the Aristoteles Latinus Centre of the Catholic University of Leuven, and produced in collaboration with the CTLO.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Art & Architecture Archive (ProQuest),,,"A full-text archive of magazines comprising key research material in the fields of art and architecture, dating from the late-nineteenth century to the twenty-first. Subjects covered include fine art, decorative arts, architecture, interior design, industrial design, and photography.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Art & Architecture ePortal,,,"A collection of important works of scholarship in the history of art, architecture, decorative arts, photography, and design, published by the world’s finest academic and museum publishers.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ARTbibliographies Modern,,,"Contains abstracts of journal articles, books, essays, exhibition catalogs, dissertations, and exhibition reviews. Scope extends from artists and movements beginning with Impressionism in the late 19th century, up to the most recent works and trends in the late 20th century. Photography is covered from its invention in 1839 to the present. A particular emphasis is placed upon adding new and lesser-known artists and on the coverage of foreign-language literature. Approximately 13,000 new entries are added each year. It covers all aspects of modern and contemporary art, including performance art and installation works, video art, computer and electronic art, body art, graffiti, artists' books, theater arts, crafts, jewelry, illustration, and more, as well as the traditional fine arts of painting, printmaking, sculpture, and drawing. The Web version of the database covers volume years 1974 to the present.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ARTFL Encyclopédie,,,online version of Diderot and d'Alembert's Encyclopedie,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ARTFL Public Databases,,,Digital collections in different languages,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Arthur Schnitzler digital - Digitale historisch-kritische Edition (Werke 1905–1931),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Arts & Humanities Citation Index (incl. in Web of Science Core Collection),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ARTstor (on JSTOR),,,"Artstor is JSTOR’s cross-disciplinary collection of over 2 million* rights-cleared images from around the world, discoverable alongside JSTOR’s journals, books, and other primary sources on one feature-rich platform.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ARTstor,,,Artstor is now on JSTOR. The Artstor website will be retired on 1 August 2024.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,arXiv,,,"Started in August 1991, arXiv.org (formerly xxx.lanl.gov) is a highly-automated electronic archive and distribution server for research articles. Covered areas include physics, mathematics, computer science, nonlinear sciences, quantitative biology and statistics. arXiv is maintained and operated by the Cornell University Library with guidance from the arXiv Advisory Board and the help of numerous subject moderators.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Asahi Shimbun Cross-Search,,,"The largest newspaper article database in Japan, permitting searches of 16 million articles and advertisements from more than 140 years of the newspaper, from its first edition in 1879 (Meiji 12) to today.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Asahi Shimbun Digital,,,5 user concurrent access to current issues of Asahi Shimbun.  Please logout when you have finished reading.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Asia and the West (Nineteenth Century Collections Online (NCCO)),,,A range of primary source collections related to international relations between Asian countries and the West during the nineteenth century.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ASM Handbooks Online,,,The industry's best known and most comprehensive source of information on ferrous and non-ferrous metals and materials technology,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ASM MPDS Phase Diagrams,,,"Provides access to more than 75,000 binary, ternary, and multinary phase diagrams and associated phase data.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ASME Proceedings (Current),,,Conference topics encompass the entire spectrum of subject areas of interest to mechanical engineers and associated disciplines. From 2008-present.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Association for the Sciences of Limnology and Oceanography,,,"The purpose of ASLO is to foster a diverse, international scientific community that creates, integrates and communicates knowledge across the full spectrum of aquatic sciences",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ASTM Compass,,,Please note off-campus access may not work in Mozilla Firefox (but Google Chrome and Microsoft Edge should be fine).,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Astrophysics Data System,,,"The Astrophysics Data System (ADS) is a NASA-funded project which maintains three bibliographic databases containing more than 4.8 million records: Astronomy and Astrophysics, Physics, and ArXiv e-prints. The main body of data in the ADS consists of bibliographic records.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Atelier national de reproduction des thèses,,,"French Government body responsible for ensuring distribution and reproduction of all authorized French university PhD theses in paper, microfilm and electronic format",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ATLA Religion Database with ATLA Full Text Serials,,,"ATLA Religion Database provides information on topics such as biblical studies, world religions, church history, and religion in social issues. This database is the definitive index for religious and theological literature.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Atlanta Daily World (1931-2010),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Atlas of North American English: Phonetics, Phonology and Sound Change",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,AustLit,,,"AustLit is a searchable, scholarly source of authoritative biographical, bibliographic, critical, and production information about Australian writers and writing.It also documents the publishers, newspapers, magazines and scholarly journals that make this work known.Material dates largely from the arrival of European print culture in Australia (c.1788) to the present. However, pre-1788 works are included, as are references to the pre-colonial and continuing storytelling cultures of Aboriginal and Torres Strait Islander Australians.",https://libguides.cam.ac.uk/az/databases
